linkedin_url,headline,City,State,Country,Job_Title,Employer,Grad_Year,Degree,Degree_Program,Degree_Major,Index,field_of_study,education_start_year,education_end_year,current_job_title,current_job_description,current_company_name,current_company_url,current_job_industry,current_job_country,current_job_location,current_job_start_date,previous_job_title,previous_job_description,previous_company_name,total_experience_years,Skills,total_experience_count
external_validation_index_473,"Manager, Business Intelligence",Dayton,Ohio,United States,Unknown,Unknown,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,473,"Master of Science - MS, Business Analytics",2018,2019,"Manager, Business Intelligence",NA,"All Aboard America! Holdings, Inc.",http://www.aaahinc.com,Truck Transportation,United States,NA,2021-03-01T00:00:00Z,Senior Financial Analyst,NA,"All Aboard America! Holdings, Inc.",21.1,"Customer Service, Leadership, Management, Microsoft Excel, Microsoft Office, Strategic Planning, Financial Analysis, Financial Planning, Limited Partnerships, Real Estate Development, Oil & Gas Industry, Sales, Business Development, Microsoft Word, Marketing, Wealth Management, Financial Services, Data Analysis, Due Diligence, Financial Modeling",5
external_validation_index_474,Compliance and Audit Manager,Dayton,Ohio,United States,Unknown,Unknown,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,474,"Master's degree, Accounting",2018,2020,Compliance and Audit Manager,"- As part of the financial management of sponsored projects, main responsibility includes establishing and administering financial policies and procedures and coordinating the annual Single Audit (2CFR 200)
- Coordinating and monitoring any sponsored audits 
- Making sure that the annual audit requests are being delivered on time with appropriate evidence. 
- Effectively communicate and collaborate with the auditors and their requests to the appropriate departments. 
- Perform complex testing procedures and audit and risk control assessments. Participate in the development, implementation and documentation of risk assessments and audit plans.",The George Washington University,http://www.gwu.edu,Higher Education,United States,United States,2023-05-01T00:00:00Z,Senior Associate,NA,KPMG,10.3,"Accounting, Microsoft Office, Auditing, Statistics, Financial Reporting, Financial Accounting, Cost Accounting, Hotel Management, SPSS, Visio, Microsoft Power BI, Forensic Accounting, Taxations, IDEA",6
external_validation_index_475,Cyber Threat Intelligence Lead,Vienna,Virginia,United States,Operations Coordinator,Rividium Inc,2020,BS in Business Administration,Business Administration: Management (BSBA),Business Administration,475,Master of Business Administration - MBA,2020,2022,Cyber Threat Intelligence Lead,NA,U.S. Department of Education,http://www.ed.gov/,Government Administration,United States,NA,2022-05-01T00:00:00Z,"Governance, risk, and compliance",Cyber Rotational,U.S. Department of Energy (DOE),18.5,"Data Infrastructure, Security Clearance, Military, Military Operations, DoD, National Security, Force Protection, Intelligence, Military Experience, Defense, Army, Information Assurance, Counterterrorism, Security, Navy, Weapons, Physical Security, Special Operations, Military Training, Top Secret",10
external_validation_index_476,Contract Manager,Los Angeles,California,United States,Contract Manager,ELT Group,2019,BS in Business Administration,Business Administration: International Business (BSBA),Business Administration,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_477,Senior Sustainability Manager,Unknown,Unknown,Unknown,Sustainable Finance,Ing,2019,Master of Science,Sustainability Management (MS),Unknown,477,"Master of Science - MS, Sustainability Management",2020,2021,Senior Sustainability Manager,"Develop decarbonization plants for clients with a focus on feasible greenhouse gas (GHG) emissions reduction strategies to implement within their operations and value chain, aligning with their GHG reduction targets and overall sustainability vision. 

Lead Scope 1, 2, and 3 GHG inventory projects for clients across a diverse range of industries in alignment with the GHG Protocol Corporate Standard, Scope 2 Guidance, Scope 3 Standard, and PCAF. Build tracking systems for clients to measure and monitor data, model GHG reduction strategies, and track progress against targets.

Co-founded KERAMIDA's Sustainable Sports Strategies team, an internal sub-division advising sports organizations on sustainability initiatives. Led expansion of services to include advisory for the ISO 20121: Sustainable Events Management System certification.",KERAMIDA Inc.,https://www.keramida.com/,Environmental Services,United States,"Los Angeles, California, United States",2025-02-01T00:00:00Z,Senior Sustainability Analyst,NA,KERAMIDA Inc.,7.6,"Storytelling, Strategic Thinking, Social Impact, Program Development, Marketing, Environmental, Social, and Governance (ESG), Greenhouse Gas Inventory, ISO 20121, Data Analysis, Internal Communications, Promotional Marketing, Time Management, Microsoft Office",11
external_validation_index_478,Assistant Language Teacher,Ho Chi Minh City,Unknown,Vietnam,Assistant Language Teacher,Japan Exchange and Teaching Program(me) (JET),2019,Master of Science,Sustainability Management (MS),Sustainability Management,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_479,Academic Advisor,Boca Raton,Florida,United States,Academic Advisor,Keiser University Flagship,2020,Bachelor of Science,Business and Entertainment: Self-Designed Spec (BS),Business and Entertainment,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_480,Director Program Management,Baltimore,Maryland,United States,Director Program Management,2U Inc,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_481,Senior Project Manager,Baltimore,Maryland,United States,Director Program Management,2U Inc,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,481,"Business and Entertainment, Management and Marketing",2016,2020,Senior Project Manager,NA,YKONE,http://www.ykone.com,Advertising Services,United States,NA,2025-11-01T00:00:00Z,Project Manager,"Clients: Valentino Beauty, Estee Lauder, Formula 1, The Seaport, Runner H, ISDIN, Las Vegas Grand Prix, MGM Resorts International",YKONE,12.8,"Organized, Time Management, Punctual, Well Trusted, Leadership",10
external_validation_index_482,Data Analyst,Unknown,Unknown,Unknown,Unknown,Unknown,2019,Master of Science,Analytics (MS),Unknown,482,Master of Business Analytics,2020,2021,Data Analyst,NA,DSV - Global Transport and Logistics,https://www.dsv.com,"Transportation, Logistics, Supply Chain and Storage",Poland,"Warsaw, Mazowieckie, Poland",2024-11-01T00:00:00Z,Marketplace Operations Specialist – Workforce Management,NA,Whatnot,9.7,"Snowflake Cloud, Sigma Business Analytics Software, Microsoft Office, Adobe Photoshop, Leadership, Teamwork, Microsoft Excel, Time Management, Problem Solving, Bloomberg Terminal, DCF Valuation, Company Valuation, Microsoft PowerPoint, Python (Programming Language), SQL, R, Process Optimization, Data Analytics, Public Speaking, Tableau",10
external_validation_index_483,"Business Development Manager, Environmental Commodities Management",Faisalabad,Unknown,Pakistan,Founder,Dari Mooch,2019,Master of Science,Analytics (MS),Analytics,483,"Bachelor of Science, Business Administration and Environmental Studies",2016,2020,"Business Development Manager, Environmental Commodities Management",NA,Sol Systems,http://www.solsystems.com,Renewable Energy Power Generation,United States,"Washington, District of Columbia, United States",2024-05-01T00:00:00Z,"Business Development Associate, Environmental Commodities Management",NA,Sol Systems,9.7,"Nonprofit Organizations, Research, Public Speaking, Sustainability, Microsoft Excel, SPSS, Leadership, NVivo, Presentations, Research Design, Microsoft PowerPoint, Project Management, Personality Styles, Team Motivation, Team Leadership",8
external_validation_index_484,Charging Field Operations Manager,Changzhi,Unknown,United States,Unknown,Unknown,2019,Master of Science,Real Estate (MS),Real Estate,484,"Master of Architecture - MArch, Architecture",2022,2025,Charging Field Operations Manager,NA,Tesla,https://www.tesla.com/careers,Motor Vehicle Manufacturing,United States,NA,2025-09-01T00:00:00Z,Charging and Energy Design Intern,NA,Tesla,6.8,"Customer Service, Microsoft Excel, Microsoft PowerPoint, Microsoft Office, Leadership, Microsoft Access, conversational spanish, Microsoft Word, Art, Drawing, Painting, Social Media, Adobe Photoshop, Canva, Social Media Marketing",6
external_validation_index_485,Unknown,Beijing,Unknown,China,Unknown,Unknown,2020,Master of Science,Accounting (MS),Accounting,485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_486,Audit Intern United Nations,Unknown,Unknown,Unknown,Audit Internship,Hongyun Accountant Firm,2019,Bachelor of Science,Accounting (BS),Accounting,486,"Master of Science in Finance, Finance, General",2019,2020,Audit Intern United Nations,Under the supervision of the Executive Secretary or a staff member of the Board of Auditors Secretariat I Performed tasks related to audits of the United Nations. I also Performed research tasks and draft documents. Compiled Board’s Draft Concise Summary Report,United Nations,http://www.un.org,International Affairs,Israel,NA,2021-04-01T00:00:00Z,International Trade Policy Intern,"- Assisted the Israeli Economic Mission in the U.S. Assisting Israeli Companies penetrating the U.S. Market. Analyzed bilateral trade policy issues and regulatory affairs.
- Tracked changes in U.S. trade policy and regulations that have the potential to impact bilateral U.S.-Israel trade flows.","Israel Trade & Economic Mission in Washington, D.C.",5.3,"Leadership, Microsoft PowerPoint, Sports, Project Management, Research, Financial Analysis, Corporate Finance, Microsoft Office, Microsoft Excel, Microsoft Word, Bloomberg, Management, Oracle Reports, stata, Finance, Gestion de portefeuille, Rapports financiers, Comptabilité, Trading",8
